# # Measurement of Uchuu UM covariance of wp in 512 sub-volumes with Lbox = 250 Mpc/h by KSM on 2025-04-03
# #Averaged over LOS (X,Y,Z) and Nrand is 50xNgal
nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 1.181301050179846061e+04 4.866368844407060124e+01 1.967739503417704583e+01 2.770597246411623260e+01 7.337748770292195388e+01 2.217562278831359812e-01 1.998001058172022937e+01 -1.935935946430991095e+01 -6.596386217976585087e+00 1.622496393248360391e+01 9.173001479304573991e+00 -4.506892431017806011e+00
nan 4.866368844407060124e+01 3.941382238005200179e+03 2.545474478279854509e+02 1.941327491832941803e+02 7.012905876186624710e+01 4.947161650925932008e+01 -2.226404726362911290e+01 -4.144848028009652907e+00 -5.789898167775808346e+00 -5.820654645914562053e+00 4.270462123087164663e+00 -1.914631089783106199e-01
nan 1.967739503417704583e+01 2.545474478279854509e+02 1.971313297251570702e+03 2.152828997531422033e+02 1.241511450339223046e+02 3.566738401665545410e+01 -8.616680724387103529e-01 6.590931705259001738e+00 4.039415994353684702e+00 3.782430487337992808e+00 4.498048590427970339e+00 -2.065795661630288826e+00
nan 2.770597246411623260e+01 1.941327491832941803e+02 2.152828997531422033e+02 7.074532773943595885e+02 9.790400956158576662e+01 4.471914856166534236e+01 8.115068403374406714e+00 1.747026154154758970e+01 3.969524799637767831e+00 5.962658464260920610e+00 1.406327140524548769e+00 6.832626300192841118e-01
nan 7.337748770292195388e+01 7.012905876186624710e+01 1.241511450339223046e+02 9.790400956158576662e+01 3.181678352948827637e+02 6.310825892499082812e+01 2.880681804755149145e+01 1.118350541742696969e+01 3.720469714724346399e+00 2.197774662608249052e+00 1.414970445593895176e+00 4.078020598456340573e-01
nan 2.217562278831359812e-01 4.947161650925932008e+01 3.566738401665545410e+01 4.471914856166534236e+01 6.310825892499082812e+01 1.395563067525673659e+02 2.239366976999147951e+01 6.872089877746247133e+00 5.439921171632635666e-01 5.281309891660618261e-01 2.403679864773924812e+00 6.237163752064839306e-01
nan 1.998001058172022937e+01 -2.226404726362911290e+01 -8.616680724387103529e-01 8.115068403374406714e+00 2.880681804755149145e+01 2.239366976999147951e+01 6.144786171768175365e+01 1.132041049530154275e+01 4.220772588564409844e+00 3.712228264551574064e+00 3.332479052347699255e+00 1.391378856787208962e+00
nan -1.935935946430991095e+01 -4.144848028009652907e+00 6.590931705259001738e+00 1.747026154154758970e+01 1.118350541742696969e+01 6.872089877746247133e+00 1.132041049530154275e+01 2.757549861297307103e+01 6.526395996468296268e+00 2.810342800968993249e+00 2.536934112072095626e+00 1.210295866905480855e+00
nan -6.596386217976585087e+00 -5.789898167775808346e+00 4.039415994353684702e+00 3.969524799637767831e+00 3.720469714724346399e+00 5.439921171632635666e-01 4.220772588564409844e+00 6.526395996468296268e+00 1.527121508388742299e+01 3.751440834288873649e+00 2.544784339656262606e+00 1.918367042293183555e+00
nan 1.622496393248360391e+01 -5.820654645914562053e+00 3.782430487337992808e+00 5.962658464260920610e+00 2.197774662608249052e+00 5.281309891660618261e-01 3.712228264551574064e+00 2.810342800968993249e+00 3.751440834288873649e+00 7.398940377031563820e+00 2.915489428966359320e+00 2.089723808659583959e+00
nan 9.173001479304573991e+00 4.270462123087164663e+00 4.498048590427970339e+00 1.406327140524548769e+00 1.414970445593895176e+00 2.403679864773924812e+00 3.332479052347699255e+00 2.536934112072095626e+00 2.544784339656262606e+00 2.915489428966359320e+00 4.443615263108308788e+00 2.325167883953361603e+00
nan -4.506892431017806011e+00 -1.914631089783106199e-01 -2.065795661630288826e+00 6.832626300192841118e-01 4.078020598456340573e-01 6.237163752064839306e-01 1.391378856787208962e+00 1.210295866905480855e+00 1.918367042293183555e+00 2.089723808659583959e+00 2.325167883953361603e+00 3.399493669582396294e+00
