# # Measurement of Uchuu UM covariance of wp in 512 sub-volumes with Lbox = 250 Mpc/h by KSM on 2025-04-09
# #Averaged over LOS (X,Y,Z) and Nrand is 50xNgal
7.373862034129862150e+04 -2.080230623508470671e+03 2.270004037149642954e+03 4.830806902911834300e+02 -1.724473505255251951e+02 -2.602008146739832455e+02 3.198549612882826523e+02 -4.977956674538542181e+00 -7.835840867710997770e+01 -7.198535138015355273e+00 5.420386305479549094e+01 -2.221722386389694659e+00 1.919196761250930194e+01
-2.080230623508470671e+03 2.064187134382091244e+04 9.738898807764644516e+02 -7.274840079255876901e+01 1.778676301533770356e+02 4.956935306662275593e+02 8.534380010371289416e+01 5.351401630617505134e+01 1.433747556809855084e+01 8.832289616400794685e+00 6.203950644126218350e+01 6.795711567914985096e+01 6.359104503584671164e+01
2.270004037149642954e+03 9.738898807764644516e+02 7.345268822652462404e+03 4.199328466801745776e+02 2.623525760917812590e+02 -6.425114451968731544e+01 8.289803148098158658e+01 -1.177247541497108507e+01 -3.431281967893953322e+01 -1.830093231624701033e+01 2.631430687331995921e-01 2.955881132682568335e+01 1.449975865796535857e+01
4.830806902911834300e+02 -7.274840079255876901e+01 4.199328466801745776e+02 3.614865650963704411e+03 4.107099154194465882e+02 2.010082638305082980e+02 1.187890684249698126e+02 3.999786388873343412e+01 6.690772881647414749e+01 5.398379815678777049e+01 4.031839714029419497e+01 4.237491788971524898e+01 3.956039710364795781e+01
-1.724473505255251951e+02 1.778676301533770356e+02 2.623525760917812590e+02 4.107099154194465882e+02 1.230180461185284685e+03 2.079040998505409163e+02 1.249428900688109536e+02 5.874439524104397492e+01 5.563018848715290687e+01 5.332179324205731774e+01 3.902892938117047805e+01 3.032761894975321226e+01 3.641482991144169290e+01
-2.602008146739832455e+02 4.956935306662275593e+02 -6.425114451968731544e+01 2.010082638305082980e+02 2.079040998505409163e+02 6.101370056617876116e+02 1.421711065559238989e+02 8.369979780968557748e+01 6.109828462481856093e+01 5.055242046242435805e+01 4.014146067257613026e+01 3.126373086946741608e+01 3.153114045948478861e+01
3.198549612882826523e+02 8.534380010371289416e+01 8.289803148098158658e+01 1.187890684249698126e+02 1.249428900688109536e+02 1.421711065559238989e+02 3.321269873781954516e+02 7.354228210827234591e+01 4.420402102247932419e+01 3.957330201173019901e+01 3.674337801691216754e+01 3.968542161328726081e+01 3.659552771148682382e+01
-4.977956674538542181e+00 5.351401630617505134e+01 -1.177247541497108507e+01 3.999786388873343412e+01 5.874439524104397492e+01 8.369979780968557748e+01 7.354228210827234591e+01 1.522242818894959271e+02 5.446805433631945448e+01 4.362574761110310106e+01 4.017341204675191335e+01 3.767226163092586688e+01 3.501672916703644489e+01
-7.835840867710997770e+01 1.433747556809855084e+01 -3.431281967893953322e+01 6.690772881647414749e+01 5.563018848715290687e+01 6.109828462481856093e+01 4.420402102247932419e+01 5.446805433631945448e+01 9.089416177103038308e+01 4.535907804808746135e+01 3.575247819775230340e+01 3.460697949412598717e+01 3.274485507684479302e+01
-7.198535138015355273e+00 8.832289616400794685e+00 -1.830093231624701033e+01 5.398379815678777049e+01 5.332179324205731774e+01 5.055242046242435805e+01 3.957330201173019901e+01 4.362574761110310106e+01 4.535907804808746135e+01 6.304738824160137511e+01 4.060326902592830578e+01 3.758179109060778700e+01 3.634326585938130449e+01
5.420386305479549094e+01 6.203950644126218350e+01 2.631430687331995921e-01 4.031839714029419497e+01 3.902892938117047805e+01 4.014146067257613026e+01 3.674337801691216754e+01 4.017341204675191335e+01 3.575247819775230340e+01 4.060326902592830578e+01 4.901337991708994934e+01 3.961125111914174113e+01 3.829781918985223399e+01
-2.221722386389694659e+00 6.795711567914985096e+01 2.955881132682568335e+01 4.237491788971524898e+01 3.032761894975321226e+01 3.126373086946741608e+01 3.968542161328726081e+01 3.767226163092586688e+01 3.460697949412598717e+01 3.758179109060778700e+01 3.961125111914174113e+01 4.375175577721162057e+01 4.000351799366375616e+01
1.919196761250930194e+01 6.359104503584671164e+01 1.449975865796535857e+01 3.956039710364795781e+01 3.641482991144169290e+01 3.153114045948478861e+01 3.659552771148682382e+01 3.501672916703644489e+01 3.274485507684479302e+01 3.634326585938130449e+01 3.829781918985223399e+01 4.000351799366375616e+01 4.419962168764331523e+01
